Item ,Sim-Plaqueta,Não-Plaqueta,TOMBO,DESCRIÇÃO,Nº DE SÉRIE,UNIDADE ADMINISTRATIVA,DEPARTAMENTO,SALA,LOCALIZADO,Estado de Conservação,,,,Classificação,,,,,
2156,X,,1058,ARMARIO EM ACO C/ 2 PORTAS//,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
3257,X,,11630,ARQUIVO DE ACO  COM 04 GAVETAS/PANDIN/,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
4570,X,,11134,CADEIRA,,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
7136,X,,24001,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
7137,X,,24025,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
8175,X,,24949,"CADEIRA GIRATORIA ALTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
10762,X,,13459,"COFRE EM ACO COM 01 PORTA, PESO 200 KG/PANDIN/200 KG",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11511,X,,49903,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152122AAPPEYL831   ,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,,X,,X,,,,X
11664,X,,42976,"CPU WIN 7,PROFESSIONAL X64,TECLADO E MOUSE/ITAUTEC/INFOWAY ST-4272",4005949000165,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11666,X,,43383,"CPU WIN 7,PROFESSIONAL X64,TECLADO E MOUSE/ITAUTEC/INFOWAY ST-4272",4005949000230,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
13174,X,,26197,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL//,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
13175,X,,26198,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL//,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
13176,X,,26201,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL//,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
19816,X,,43757,"MONITOR DE VIDEO LCD LED,21,5 POLEGADAS,PRETO/ITAUTEC/E-2241",4700235001731,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
19817,X,,43814,"MONITOR DE VIDEO LCD LED,21,5 POLEGADAS,PRETO/ITAUTEC/E-2241",4700235001751,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
23061,X,,49537,NOTEBOOK - CORE 15 3230M /3 GERACAO/MEM.6GB/HD 500GB/TELA 14/BLUE/LENOVO/B490,PEVX597,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
25893,X,,35099,SCANNER DE MESA ALIMENTACAO AUTOMATICA/FUJITSU/F1-6140,028120,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
3755,X,,938,ARQUIVO EM ACO C/ 4 GAVETAS P/PASTA SUSPENSA/WCM/,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
11498,X,,49872,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152124A4PPERG373  ,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
19569,X,,50111,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SPRW2R326,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
353,X,,16853,"AP.DE AR CONDICIONADO CENTRAL C/ CONDENSADORA/EVAPORADORA,24.000B/MIDEA/SPLIT",6120078,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
4101,X,,12587,BANCO ESTOFADO C/ 03 LUGARES COM ENCOSTO/ACOFLEX/,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
7135,X,,23899,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
7138,X,,24048,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
8194,,X,24599,"CADEIRA GIRATORIA AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
15297,X,,684,"GAVETEIRO EM MADEIRA MOVEL,COR MARFIM,C/3 DIVISORIAS,C/SUPORTE P///",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
15314,X,,719,"GAVETEIRO EM MADEIRA P/C.P.U,COR MARFIM//",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
26457,X,,588,"SUPERFICIE DE TRABALHO 45 GRAUS,COR MARFIM,MED.1,20M//",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
5591,X,,10509,"CADEIRA EM POLIETILENO, FIXA/CARRARO/",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DEPOSITO,,,,,,X,,X,,,,X
14000,X,,12252,ESTANTE EM AÇO,,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DEPOSITO,,,,,,X,,X,,,,X
21996,X,,37305,"NOBREAK 1400VA,BIVOLT,AUTOMATICO,COR PRETA/SMS/MENAGER-III",275410002121,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,DEPOSITO,,,,,,X,,X,,,,X
3256,X,,11631,ARQUIVO DE ACO  COM 04 GAVETAS/PANDIM/,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
5592,X,,10513,"CADEIRA EM POLIETILENO, FIXA/CARRARO/",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,,X,,X,,,,X
7143,X,,24084,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
8808,X,,25319,"CADEIRA GIRATORIA PRESIDENTE ESPALDAR ALTO,COR AZUL,C/BRACOS/FLEXFORM/PRESIDENTE",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
9889,X,,669,CAMERA FOTOGRAFICA DIGITAL 6.0 MEGAPIXEL/OLYMPUS/X-750,K19236404,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
14767,X,,10185,ESTOJO PARA COLETA DE IMPRESSAO DIGITAL//,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
15241,X,,36119,GAVETEIRO,,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
17017,X,,60343,KIT CENARIO AKIYAMA/AKIYAMA/,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
17039,X,,60448,KIT DE CAPTURA DE IMAGEM DIGITAIS/CANON/SX520HS,052280005460,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
17046,X,,60255,KIT FLASH AKIYAMA/AKIYAMA/,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
17109,X,,60305,LEITOR BIOMETRICO DE IMPRESSAO DIGITAL/IB/WATSON MINI,AK06-01715,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
17884,X,,10148,MESA DE IDENTIFICACAO DATILOSCOPIA//,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
18204,X,,14995,MESA EM MADEIRA PARA AUXILIAR EM ANGELIM/ROMANA/,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
18225,X,,10644,MESA EM MADEIRA PARA AUXILIAR/BALFAR/C/ 03 GAVETAS,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
19264,X,,60280,MODULO DE ACONDICIONAMENTO E TRANSPORTE/AKIYAMA/,AK04-00023,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
22044,X,,23040,"NOBREAK BIVOLT,1300VA,COR PRETO/SMS/NET WINNER",0008535,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
4254,X,,740,BEBEDOURO ELETRICO SEM GARRAFAO TIPO SUPORTE P/GARRAFAO/ESMALTEC/,04092131006024,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
5930,X,,885,"CADEIRA ESTOFADA FIXA P/INTERLOCUTOR,EM TECIDO NA COR AZUL/METALFRIZZO/",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
11595,X,,36954,"CPU W7,PROFESSIONAL,C/ TECLADO E MOUSE OPTICO/ITAUTEC/INFOWAY ST 4271",4003504600033,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
11985,X,,36318,CPU/ITAUTEC/INFOWAY ST 4271,4003504700021,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
19671,X,,15515,"MONITOR DE VIDEO LCD 17\"" COR PRETA/PRATA/ITAUTEC/L-1753T",J776601252143,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
19672,X,,15785,"MONITOR DE VIDEO LCD 17\"" COR PRETA/PRATA/ITAUTEC/L-1753T",J776601268274,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
24622,X,,5604,"RACK DE DISTRIBUICAO DE PISO 19\"" 25UX770X718-GARRA, TIPO I//",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
25914,X,,9861,SCANNER DE PRODUCAO/FUJITSU/FI-6140,007320,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,INFORMATICA,,,,X,,,X,,,,,
3198,X,,7813,ARQUIVO DE ACO  C/ 04 GAVETAS NA COR CINZA/BALFAR/ABOF-4,000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,RESERVA DE ARMAMENTO,,,,,X,,X,,,,,
7139,,X,24049,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
7140,X,,24061,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
7141,X,,24062,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
7142,X,,24080,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8195,X,,24600,"CADEIRA GIRATORIA AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
11665,X,,42983,"CPU WIN 7,PROFESSIONAL X64,TECLADO E MOUSE/ITAUTEC/INFOWAY ST-4272",40059490,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
11667,X,,43411,"CPU WIN 7,PROFESSIONAL X64,TECLADO E MOUSE/ITAUTEC/INFOWAY ST-4272",4005949000363,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
19815,X,,43718,"MONITOR DE VIDEO LCD LED,21,5 POLEGADAS,PRETO/ITAUTEC/E-2241",4700235001031,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
19818,X,,44308,"MONITOR DE VIDEO LCD LED,21,5 POLEGADAS,PRETO/ITAUTEC/E-2241",4700235001980,SANTA LUZIA- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
10656,X,,56332,"CENTRAL DE AR SPLIT 18.000 BTU/H,CLASSE A - PARTE DO SHELTER META/KOMECO/01KHXH18UF111 - PRINCESS FRIO",010020499,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,X,,,,X,X,,,
10657,X,,56334,"CENTRAL DE AR SPLIT 18.000 BTU/H,CLASSE A - PARTE DO SHELTER META/KOMECO/01KHXH18UF111 - PRINCESS FRIO",010020495,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,X,,,,X,X,,,
11512,X,,49905,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152122AAPPERB441  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
11513,X,,49952,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152124PPRGRB520   ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
11807,X,,4180,CPU/ITAUTEC/INFOWAY,C273H01700084,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
11808,X,,4286,CPU/ITAUTEC/INFOWAY,C273H01700456,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
12702,X,,49269,CPU/LENOVO/,153484HUPPEAP101  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
12703,X,,49270,CPU/LENOVO/,153484HUPPE94667   ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
16537,X,,18106,IMPRESSORA P/COMPUTADOR/EPSON/FX-890,E8BY336772,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
16538,X,,37615,IMPRESSORA P/COMPUTADOR/EPSON/FX-890,NZFM003410,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
17586,X,,39778,MESA,,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
19348,X,,4576,MONITOR COLOR P/MICROCOMPUTADOR/ITAUTEC/INFOWAY,TCH30618959609565  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
20733,X,,36691,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2046261,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
20734,X,,36717,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2048217,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21151,X,,49393,MONITOR/LENOVO/,VB22408,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21153,X,,49395,MONITOR/LENOVO/,VB20220,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21155,X,,49399,MONITOR/LENOVO/,VB20263,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21156,X,,49400,MONITOR/LENOVO/,VB20261,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21157,X,,49401,MONITOR/LENOVO/,VB19808,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21260,X,,46838,"MOTOSSERRA,VELOCIDADE MAXIMA DE CORTE 20,8 MS,STHIL MS-310/STIHL/MS-310",364607699,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21261,X,,46861,"MOTOSSERRA,VELOCIDADE MAXIMA DE CORTE 20,8 MS,STHIL MS-310/STIHL/MS-310",364607708,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21305,X,,47593,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21306,X,,47594,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21308,X,,47597,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,X,,,X,X,,,
21386,X,,47586,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
21387,X,,47592,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
21543,X,,48571,NO BREAK 1400VA INTERATIVO C/REGULARIZAÇÃO ON LINE MICROPROCESSAD/SMS/,272850010411,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
21544,X,,48690,NO BREAK 1400VA INTERATIVO C/REGULARIZAÇÃO ON LINE MICROPROCESSAD/SMS/,272850012765,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
21857,X,,45382,"NOBREAK 1400VA,60HZ,BIVOLT AUTOMÁTICO,05 TOMADAS,50 MIN.AUTONOMIA/SMS/MENAGER III",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22024,X,,56360,"NOBREAK 2000VA, SENOIDAL - PARTE SHELTER METALICO/RAGTECH/NEP 2000D CBU-M2 BLACK",403815480152,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22487,X,,37297,NOBREAK/SMS/MENAGER-III,275410002157,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22488,X,,37420,NOBREAK/SMS/MENAGER-III,275410002507,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22489,X,.,37481,NOBREAK/SMS/MENAGER-III,275410002554,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22490,X,,37502,NOBREAK/SMS/MENAGER-III,275410002498,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22548,X,,9505,NOBREAK/SMS/NET STATION,273560019448,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22607,X,,22713,NOBREAK/SMS/NET WINNER,0008635,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22608,X,,22717,NOBREAK/SMS/NET WINNER,0008560,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
22609,X,,22780,NOBREAK/SMS/NET WINNER,0006636,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,,,X,,X,,,,X
26338,X,,56307,SHELTER METALICO P/INFRAESTRUTURA DE RADIOCOMUNICACAO DE SISTEMA /KL INDUSTRIAL/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,X,,,,X,X,,,
27041,X,,51424,TORRE AUTOPORTANTE 60 METROS DE ALTURA - TORRE METALICA TRIANGULA/KL INDUSTRIAL/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,AREA EXTERNA,,,,X,,,X,,,,,
1119,X,,47134,AR CONDICIONADO 12.000 BTUS (CONDENSADORA)ELETROLUX/ELETROLUX/SPLIT 12.000 BTUS,302AZHY80913,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
1147,X,,47098,AR CONDICIONADO 12.000 BTUS (EVAPORADORA)ELETROLUX/ELETROLUX/SPLIT 12.000 BTUS,302AZZX7X541,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
2667,X,,26353,ARMARIO//,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
2821,X,,40591,ARMARIO/ARTILINE/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
2822,X,,40592,ARMARIO/ARTILINE/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
6135,X,,1359,CADEIRA ESTOFADA FIXA/MARELLI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,,X,,X,,,,X
6136,X,,1361,CADEIRA ESTOFADA FIXA/MARELLI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,,X,,X,,,,X
7941,,X,24230,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
7944,X,,24491,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
8121,X,,381,CADEIRA GIRATORIA,,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,,X,,X,,,,X
8448,X,,45586,CADEIRA GIRATORIA FLEX FORM,,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
8943,X,,45858,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
9358,X,,24698,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
9396,X,,24736,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,,X,,X,,,,X
9440,X,,25272,CADEIRA GIRATORIA/FLEXFORM/PRESIDENTE,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
10733,X,,47201,COFRE ELETRÔNICO P/GUARDA DE MATERIAIS SIGILOSOS/TECHNER/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
10753,X,,48752,"COFRE ELETRONICO PARA GUARDA DE ARMAMENTO,PAINEL DE ACO,SENHA DE /COFRE DO BRASIL/TS 40 ID",SA201325204,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11987,X,,36504,CPU/ITAUTEC/INFOWAY ST 4271,4003504600391,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11988,X,,36542,CPU/ITAUTEC/INFOWAY ST 4271,4003504700013,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11989,X,,36760,CPU/ITAUTEC/INFOWAY ST 4271,4003504600212,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
14679,X,,1384,ESTANTE EM ACO/W3/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
19602,X,,36732,MONITOR DE VIDEO LCD,,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
20262,X,,44325,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001208,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
2824,X,,40719,ARMARIO/ARTILINE/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
