DEPARTAMENTO,TOMBAMENTO,TOMBAMENTO SINVREA,DESCRIÇÃO DO BEM,REF. CONTÁBIL,ESTADO DE CONSERVAÇÃO,CLASSIFICAÇÃO DO BEM,RELACIONADO,DESCRIÇÃO AQUISIÇÃO,VALOR TABELA VIPE,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4180,471188,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4181,471158,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4182,471193,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4183,471199,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4184,471221,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4185,471275,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4186,471279,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4187,471302,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4188,471306,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4189,471310,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4190,471313,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4191,471291,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4192,471317,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4193,471320,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4194,471325,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4195,471329,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4196,471331,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4197,471335,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4198,471346,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4199,471348,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4200,471350,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4201,471363,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4202,471357,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4203,471380,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4204,471385,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4205,471389,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4206,471391,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4207,471371,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4208,471394,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4210,471376,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4211,471378,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4212,471408,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4213,471410,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4214,471426,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4215,471428,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4216,472733,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4217,472675,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4218,472739,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4219,472740,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4220,472741,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4221,472679,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4222,472747,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4223,472763,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4224,472764,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4225,472768,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4226,472754,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4227,472776,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4228,472784,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4229,472758,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4230,472802,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4231,472813,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4232,472819,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4233,472840,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4234,472826,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4235,472848,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4236,472834,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4237,472855,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4238,472856,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4239,472883,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4240,472892,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4241,472865,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4242,472868,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4243,472873,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4244,472879,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4245,472902,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4246,472907,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4247,472909,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4248,472910,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4249,472924,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4250,472918,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4251,472929,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4252,472944,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4253,472938,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4254,472953,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4255,472962,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4256,472963,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4257,472980,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4258,472982,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4259,472984,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4260,472985,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4261,472971,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4262,472995,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4263,472999,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4264,473000,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4265,473003,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4266,473006,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4267,473009,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4268,473011,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4269,472977,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4270,473013,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4271,473014,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4272,473021,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4273,473015,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4274,473022,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4275,473027,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4276,473018,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4277,473030,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4278,473205,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4279,473261,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4280,473241,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4281,473243,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4282,473244,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4283,473274,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4284,473275,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4285,473247,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4286,473249,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4287,473277,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4288,473282,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4289,473254,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4290,473287,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4291,473258,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4292,473314,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4293,473338,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4295,473343,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4296,473346,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4297,473371,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4298,473387,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4299,473389,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4300,473393,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4301,473378,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4302,473420,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4303,473403,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4304,473458,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4305,473463,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4306,473467,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4307,473468,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4308,473472,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4309,473507,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4310,473523,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4311,473526,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4312,473530,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4313,473578,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4314,473604,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4315,473609,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4316,473622,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4317,473624,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4318,473615,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4319,473625,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4320,473618,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4321,473619,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,4322,473642,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
